Region,Country,Target,Indicator Number,Indicator Name,Year,Value,Metadata
Central and Southern Asia,Nepal,4.1,4.1.4,"Out-of-school rate for children of primary school age, both sexes (%)",2016,1.15,
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, early childhood education, female (%)",2015,58.22,
Central and Southern Asia,Nepal,4.1,4.1.2,"Completion rate, primary education, male (%)",2017,76.20,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Central and Southern Asia,Nepal,4.1,4.1.4,"Out-of-school rate for children of primary school age, both sexes (%)",2014,1.70,
Central and Southern Asia,Nepal,4.1,4.1.2,"Completion rate, primary education, both sexes (%)",2015,73.80,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2014,55.32,
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, early childhood education, both sexes (%)",2021,54.37,SOURCE:  Country submission ()
Central and Southern Asia,Nepal,4.1,4.1.2,"Completion rate, primary education, male (%)",2015,73.50,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Central and Southern Asia,Nepal,4.1,4.1.2,"Completion rate, primary education, both sexes (%)",2018,78.70,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, pre-primary, male (%)",2014,54.79,
Central and Southern Asia,Nepal,4.1,4.1.2,"Completion rate, primary education, male (%)",2013,70.90,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Central and Southern Asia,Nepal,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2014,3.49,SOURCE:  Statistical Yearbook Nepal 2019 (https://cbs.gov.np/wp-content/upLoads/2021/01/Statistical-Year-Book-of-Nepal-2019.pdf)
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, early childhood education, female (%)",2023,54.97,SOURCE:  Country submission ()
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, pre-primary, male (%)",2016,58.64,
Central and Southern Asia,Nepal,4.1,4.1.2,"Completion rate, primary education, male (%)",2014,76.88,SOURCE: Nepal MICS 2014. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.
Central and Southern Asia,Nepal,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2015,3.29,SOURCE:  Statistical Yearbook Nepal 2019 (https://cbs.gov.np/wp-content/upLoads/2021/01/Statistical-Year-Book-of-Nepal-2019.pdf)
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2020,61.42,
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, early childhood education, both sexes (%)",2013,60.87,
Central and Southern Asia,Nepal,4.1,4.1.4,"Out-of-school rate for children of primary school age, both sexes (%)",2017,2.00,
Central and Southern Asia,Nepal,4.1,4.1.2,"Completion rate, primary education, female (%)",2014,75.61,SOURCE: Nepal MICS 2014. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.
Central and Southern Asia,Nepal,4.5,4.5.6,International expenditure on education as a percentage of GDP (%),2015,0.56,SOURCE: OECD CRS data (0 is either 0 or not reported)
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2017,52.95,
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, early childhood education, female (%)",2014,55.87,
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, early childhood education, both sexes (%)",2015,58.23,
Central and Southern Asia,Nepal,4.1,4.1.2,"Completion rate, primary education, female (%)",2017,78.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Central and Southern Asia,Nepal,4.1,4.1.2,"Completion rate, primary education, male (%)",2016,84.04,SOURCE: Nepal DHS 2015. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.
Central and Southern Asia,Nepal,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2013,3.20,SOURCE:  Statistical Yearbook Nepal 2015 (https://cbs.gov.np/wp-content/upLoads/2019/02/Statistical-Year-Book-2015.pdf)
Central and Southern Asia,Nepal,4.1,4.1.2,"Completion rate, primary education, female (%)",2018,80.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, early childhood education, female (%)",2016,54.40,
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2013,60.87,
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, pre-primary, male (%)",2022,49.65,SOURCE:  Country submission ()
Central and Southern Asia,Nepal,4.1,4.1.2,"Completion rate, primary education, both sexes (%)",2020,81.70,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Central and Southern Asia,Nepal,4.1,4.1.2,"Completion rate, primary education, male (%)",2019,80.70,SOURCE: Nepal MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, early childhood education, male (%)",2013,60.88,
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, pre-primary, male (%)",2013,60.88,
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, pre-primary, male (%)",2021,56.89,SOURCE:  Country submission ()
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2015,58.23,
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2016,54.40,
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2023,54.97,SOURCE:  Country submission ()
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, early childhood education, female (%)",2022,44.71,SOURCE:  Country submission ()
Central and Southern Asia,Nepal,4.5,4.5.6,Initial government expenditure on education as a percentage of GDP (%),2017,3.53,SOURCE: UIS/UOE data; int'l transfers subtracted using OECD CRS
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2021,54.37,SOURCE:  Country submission ()
Central and Southern Asia,Nepal,4.5,4.5.6,International expenditure on education as a percentage of GDP (%),2016,0.52,SOURCE: OECD CRS data (0 is either 0 or not reported)
Central and Southern Asia,Nepal,4.5,4.5.6,Initial government expenditure on education as a percentage of GDP (%),2016,3.11,SOURCE: UIS/UOE data; int'l transfers subtracted using OECD CRS
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, early childhood education, male (%)",2023,61.46,SOURCE:  Country submission ()
Central and Southern Asia,Nepal,4.1,4.1.2,"Completion rate, primary education, female (%)",2020,83.60,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, early childhood education, female (%)",2017,52.95,
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, early childhood education, male (%)",2022,49.65,SOURCE:  Country submission ()
Central and Southern Asia,Nepal,4.5,4.5.6,International expenditure on education as a percentage of GDP (%),2018,0.62,SOURCE: OECD CRS data (0 is either 0 or not reported)
Central and Southern Asia,Nepal,4.1,4.1.2,"Completion rate, primary education, both sexes (%)",2017,77.10,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Central and Southern Asia,Nepal,4.1,4.1.4,"Out-of-school rate for children of primary school age, both sexes (%)",2015,1.60,
Central and Southern Asia,Nepal,4.1,4.1.2,"Completion rate, primary education, male (%)",2018,77.50,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2022,44.71,SOURCE:  Country submission ()
Central and Southern Asia,Nepal,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2021,3.96,SOURCE:  Red Book (https://www.mof.gov.np/site/publication-category/28)
Central and Southern Asia,Nepal,4.1,4.1.2,"Completion rate, primary education, female (%)",2016,82.36,SOURCE: Nepal DHS 2015. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, pre-primary, male (%)",2023,61.46,SOURCE:  Country submission ()
Central and Southern Asia,Nepal,4.5,4.5.6,International expenditure on education as a percentage of GDP (%),2017,0.51,SOURCE: OECD CRS data (0 is either 0 or not reported)
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, early childhood education, both sexes (%)",2016,56.56,
Central and Southern Asia,Nepal,4.5,4.5.6,Initial government expenditure on education as a percentage of GDP (%),2015,3.00,SOURCE: UIS/UOE data
Central and Southern Asia,Nepal,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2020,4.21,SOURCE:  Red Book (https://www.mof.gov.np/site/publication-category/28)
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, early childhood education, male (%)",2020,65.33,
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2022,47.23,SOURCE:  Country submission ()
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, early childhood education, male (%)",2021,56.89,SOURCE:  Country submission ()
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, early childhood education, male (%)",2014,54.79,
Central and Southern Asia,Nepal,1.a,1.a.2,Expenditure on education as a percentage of total government expenditure (%),2021,12.82,SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2016,56.56,
Central and Southern Asia,Nepal,4.5,4.5.6,Initial government expenditure on education as a percentage of GDP (%),2013,2.72,SOURCE: UIS/UOE data
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2017,56.14,
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2021,51.73,SOURCE:  Country submission ()
Central and Southern Asia,Nepal,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2022,3.65,"SOURCE:  Education Sector plan, 2021-2030 in Nepali Page: 203 (https://moe.gov.np/assets/uploads/files/ESP-full_draft-V1-March_29_-_Copy.pdf) (2017-18, 2018-19 and 2019-20 education expenditure)"
Central and Southern Asia,Nepal,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2016,3.48,SOURCE:  Statistical Yearbook Nepal 2019 (https://cbs.gov.np/wp-content/upLoads/2021/01/Statistical-Year-Book-of-Nepal-2019.pdf)
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, early childhood education, both sexes (%)",2017,56.14,
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, early childhood education, male (%)",2015,58.23,
Central and Southern Asia,Nepal,1.a,1.a.2,Expenditure on education as a percentage of total government expenditure (%),2020,11.46,SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023
Central and Southern Asia,Nepal,4.1,4.1.2,"Completion rate, primary education, both sexes (%)",2016,83.19,SOURCE: Nepal DHS 2015. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, early childhood education, male (%)",2016,58.64,
Central and Southern Asia,Nepal,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2017,3.53,SOURCE:  Statistical Yearbook Nepal 2019 (https://cbs.gov.np/wp-content/upLoads/2021/01/Statistical-Year-Book-of-Nepal-2019.pdf)
Central and Southern Asia,Nepal,4.5,4.5.6,International expenditure on education as a percentage of GDP (%),2013,0.61,SOURCE: OECD CRS data (0 is either 0 or not reported); UIS/UOE data and OECD CRS data
Central and Southern Asia,Nepal,4.5,4.5.6,Initial government expenditure on education as a percentage of GDP (%),2018,3.33,SOURCE: UIS/UOE data; int'l transfers subtracted using OECD CRS
Central and Southern Asia,Nepal,4.1,4.1.2,"Completion rate, primary education, both sexes (%)",2019,81.84,SOURCE: Nepal MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.
Oceania,Nauru,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2016,6.67,SOURCE:  Financial Statements 2016 (https://naurufinance.info/wp-content/uploads/2020/08/Annual-Financials-2015-16.pdf)
Oceania,Nauru,1.a,1.a.2,Expenditure on education as a percentage of total government expenditure (%),2017,12.75,SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023
Oceania,Nauru,4.2,4.2.4,"Net enrolment rate, early childhood education, male (%)",2016,46.14,
Oceania,Nauru,1.a,1.a.2,Expenditure on education as a percentage of total government expenditure (%),2015,10.23,SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023
Oceania,Nauru,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2016,48.93,
Oceania,Nauru,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2022,8.33,SOURCE:  Appropriation Bill 2022-2023 (https://naurufinance.info/wp-content/uploads/2022/06/2022-23-Approp-Budget-Bill-FINAL.pdf)
